YearMonth,GPR,GPRC_KOR,GSCPI,UP_수산화리튬,UP_탄산리튬,UP_흑연_기타,UP_흑연_인상,UP_희토류화합물,HHI_수산화리튬,HHI_탄산리튬,HHI_흑연_기타,HHI_흑연_인상,HHI_희토류화합물,VOL_수산화리튬,VOL_탄산리튬,VOL_흑연_기타,VOL_흑연_인상,VOL_희토류화합물,VOL_CHG_수산화리튬,VOL_CHG_탄산리튬,VOL_CHG_흑연_기타,VOL_CHG_흑연_인상,VOL_CHG_희토류화합물,Bat_Export_UnitPrice,Bat_Import_UnitPrice,PPI_리튬이온,Energy_Index,Metals_Minerals_Index,EV_Export_UnitPrice,EV_Import_Unit_Price,LOG_UP_흑연_인상,LOG_UP_흑연_기타,LOG_UP_탄산리튬,LOG_UP_희토류화합물,LOG_UP_수산화리튬,LOG_Bat_Export_UnitPrice,LOG_PPI_리튬이온,DIFF_LOG_UP_흑연_인상,DIFF_LOG_UP_흑연_기타,DIFF_LOG_UP_탄산리튬,DIFF_LOG_UP_희토류화합물,DIFF_LOG_UP_수산화리튬,DIFF_LOG_Bat_Export_UnitPrice,DIFF_LOG_PPI_리튬이온,D_graphite_shock,D_ukraine,D_covid
2015-01-01,111.99,0.12,-0.5165868630825412,123.0,5.304347826086956,2.253698457664463,1.2585136975934617,142.32558139534885,7168.352171326591,7076.453513058207,8367.911425985458,6998.953922321231,4884.072365329574,1.0,1138.5,317.7,1321.4,4.3,,,,,,38.52950262588816,64.36182198615806,97.36,63.74908099905,73.8531946875,,,0.2299314195971425,0.8125726256851751,1.6685268288041069,4.958117259812809,4.812184355372417,3.6514242498054137,4.578415448679272,,,,,,,,0,0,0
2015-02-01,111.92,0.12,-0.3268265733311409,17.34806629834254,5.288378766140602,2.792534099066762,1.5750456204379562,84.82142857142858,5080.327802344923,7509.417001874493,6926.13715214676,5378.617746482861,4341.761772853184,18.1,1394.0,139.3,876.8000000000001,5.6,1710.0000000000002,22.441809398331134,-56.15360402895813,-33.64613288935976,30.23255813953487,38.44996359517838,59.65144454799627,97.59,73.7661946658,72.37040325316,,,0.454284237215541,1.0269494628326863,1.6655117274692446,4.4405482062935375,2.8534810476364734,3.6493577491418,4.5807750291533695,0.2243528176183985,0.2143768371475112,-0.003015101334862269,-0.5175690535192716,-1.9587033077359437,-0.0020665006636138017,0.0023595804740974557,0,0,0
2015-03-01,104.24,0.11,-0.3918977637373423,11.32,5.430325932923949,2.0817228050800662,1.9466800804828972,140.23809523809524,5564.434566544718,8190.401405541682,7432.191882022669,4346.389736490492,5809.478238561517,25.0,1058.5,362.2,596.4,4.2,38.12154696132595,-24.0674318507891,160.01435750179468,-31.97992700729928,-24.99999999999999,37.30921508462833,60.216206714712605,98.86,71.14510517814,71.77724587365,,,0.666125398807308,0.733195822558643,1.6919991566239956,4.9433416583622645,2.4265710727750367,3.6192403493443455,4.593704707878813,0.21184116159176702,-0.29375364027404327,0.026487429154750997,0.5027934520687269,-0.42690997486143667,-0.030117399797454425,0.012929678725443594,0,0,0
2015-04-01,102.19,0.2,-0.3643676519784304,15.471698113207546,5.42319534724598,2.6541554959785523,1.565750574838498,210.0,5009.637120761451,9639.431903828556,7027.344148556269,5700.454789965278,4511.546115044657,26.5,1461.5,223.8,913.3,4.2,6.000000000000005,38.07274444969296,-38.21093318608503,53.13547954393025,0.0,36.81858781496803,56.9750246467302,96.72,73.35885198935,72.13660554901,,,0.4483653095563199,0.9761265234848201,1.6906851891990797,5.3471075307174685,2.739012426706177,3.6060028213205766,4.571820206306537,-0.2177600892509881,0.24293070092617708,-0.0013139674249158517,0.403765872355204,0.31244135393114014,-0.013237528023768874,-0.02188450157227617,0,0,0
2015-05-01,76.26,0.13,-0.5563028504684528,12.882352941176473,5.32962470939887,2.3194614443084456,1.321804001356392,129.79591836734693,5158.566335147308,9547.4192145674,5894.3477140927735,6722.309081685599,4362.811993196472,17.0,1204.4,163.4,1474.5,4.9,-35.84905660377359,-17.5915155661991,-26.98838248436104,61.447498083871686,16.666666666666675,36.05374437320965,54.74036850921273,96.72,79.25739760999,74.63688614214,,,0.27899747125222996,0.8413350226565238,1.6732808247041993,4.865963358223541,2.555858385760285,3.585010724445698,4.571820206306537,-0.16936783830408997,-0.13479150082829627,-0.017404364494880475,-0.48114417249392716,-0.18315404094589205,-0.020992096874878463,0.0,0,0,0
2015-06-01,85.91,0.15,-0.8757124470076767,9.927184466019416,5.585876198779425,2.413793103448276,1.3818156656518128,79.6629213483146,6567.452370562108,8949.932556061563,6283.755102040816,6195.575285813046,3827.894827932624,41.2,1147.0,145.0,1445.2,8.9,142.3529411764706,-4.765858518764532,-11.260709914320689,-1.9871142760257696,81.63265306122449,36.15950764545397,51.88341601700922,98.55,76.68485816076,70.3133685838,,,0.32339833414233,0.881199412062885,1.720241304509651,4.377804249794033,2.295276899687321,3.5879399194316637,4.590564033598729,0.044400862890100035,0.03986438940636117,0.046960479805451705,-0.4881591084295085,-0.26058148607296383,0.0029291949859655553,0.018743827292191817,0,0,0
2015-07-01,106.81,0.11,-0.4183960394315089,10.451807228915662,5.512844670560895,2.6241846462619165,1.3537862186510834,76.05263157894737,6103.281316180684,9646.69640498891,8176.866072701613,6612.141941123361,5345.781300511248,33.2,1592.1,199.3,1232.1,7.6,-19.417475728155345,38.80557977332171,37.44827586206898,-14.745363963465252,-14.60674157303371,35.57088138644118,52.589545014520816,98.55,69.97397856757,65.74767692707,,,0.3029052732880694,0.9647702368461738,1.7070807640901589,4.331425621380092,2.346774904024416,3.5715273645805903,4.590564033598729,-0.020493060854260614,0.08357082478328881,-0.013160540419492106,-0.046378628413941136,0.05149800433709517,-0.016412554851073402,0.0,0,0,0
2015-08-01,82.48,0.13,-0.6892230742499724,12.957198443579763,5.516668716939353,2.545668827342369,1.4606021780909673,136.046511627907,5083.371659948237,9005.455555023638,4861.432613168723,5400.219298245615,4254.306377383299,25.700000000000003,1625.8,169.7,936.6,4.3,-22.59036144578313,2.1167012122354167,-14.851981936778737,-23.98344290236183,-43.42105263157895,35.87947390682592,57.06682536983506,98.55,60.2653078988,62.65317938594,,,0.3788488014330543,0.9343934160039297,1.7077741848055312,4.91299682453234,2.5616514980792693,3.5801653745085704,4.590564033598729,0.07594352814498495,-0.030376820842244134,0.0006934207153723726,0.5815712031522482,0.21487659405485315,0.00863800992798014,0.0,0,0,0
2015-09-01,98.77,0.12,-0.4042948474632959,110.0,5.672477324263038,2.395727365208545,1.2625866747060597,51.64893617021277,7024.793388429753,8868.004186952176,8516.685373758683,6042.22826121661,4877.333505861539,0.1,1411.2,196.6,1658.5,18.8,-99.61089494163424,-13.199655554188706,15.851502651738356,77.07666026051676,337.20930232558135,35.57634118027671,50.97215103365796,105.26,60.30927899984,63.40239009603,,,0.23316253304337503,0.8736868863033516,1.735625940178288,3.9444695984554214,4.700480365792417,3.571680843343338,4.656433479925633,-0.1456862683896793,-0.060706529700578105,0.02785175537275686,-0.9685272260769184,2.1388288677131473,-0.0084845311652324,0.0658694463269045,0,0,0
2015-10-01,91.93,0.06,-0.2505435268508678,86.25,5.721661400940125,2.373853211009174,1.1942831038308426,137.87878787878788,9574.669187145557,9617.286036572232,8704.828584097644,5385.445967332558,4925.564545344764,1.6,1297.7,436.0,1532.3,6.6,1500.0,-8.042800453514742,121.77009155645982,-7.609285498944828,-64.8936170212766,35.93735525706345,51.91699604743083,102.02,60.50797016356,62.21665659974,,,0.1775460922513361,0.864514462350435,1.7442592179277154,4.9263749504785155,4.457250055911469,3.5817772909199195,4.625168872494781,-0.055616440792038924,-0.009172423952916509,0.008633277749427348,0.981905352023094,-0.24323030988094718,0.010096447576581458,-0.031264607430852465,0,0,0
